ID,City,Country,Time,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain,Snow
471,Masakin,TN,2020-11-05 13:29:03,35.73,10.58,75.2,69,0,8.05,clear sky,0.0,0.0
472,Rocha,UY,2020-11-05 13:24:44,-34.48,-54.33,67.84,62,40,11.21,scattered clouds,0.0,0.0
473,San Gavino Monreale,IT,2020-11-05 13:29:04,39.55,8.79,73.4,53,20,3.36,few clouds,0.0,0.0
474,Pulaski,US,2020-11-05 13:29:04,34.77,-92.3,52.0,93,75,5.82,broken clouds,0.0,0.0
475,Kaili,ID,2020-11-05 13:29:04,-3.46,120.21,70.11,92,100,2.82,light rain,0.98,0.0
476,Oussouye,SN,2020-11-05 13:29:04,12.48,-16.55,93.2,63,75,6.93,broken clouds,0.0,0.0
477,Ormond Beach,US,2020-11-05 13:27:40,29.29,-81.06,77.0,78,40,8.05,scattered clouds,0.0,0.0
478,Port Lincoln,AU,2020-11-05 13:29:05,-34.73,135.87,52.86,74,100,11.14,overcast clouds,0.0,0.0
479,Srednekolymsk,RU,2020-11-05 13:29:05,67.45,153.68,17.56,97,100,22.41,light snow,0.0,0.5
480,Petrovskoye,RU,2020-11-05 13:29:05,57.01,39.27,44.58,75,100,10.96,overcast clouds,0.0,0.0
481,Biryusinsk,RU,2020-11-05 13:29:05,55.96,97.82,30.29,97,100,17.09,overcast clouds,0.0,0.0
482,Mongo,TD,2020-11-05 13:29:06,12.18,18.69,97.3,14,100,11.14,overcast clouds,0.0,0.0
483,Pitimbu,BR,2020-11-05 13:25:49,-7.47,-34.81,87.8,62,40,11.41,scattered clouds,0.0,0.0
484,Balyqshy,KZ,2020-11-05 13:29:06,47.07,51.87,57.2,28,0,15.66,clear sky,0.0,0.0
485,Sakakah,SA,2020-11-05 13:29:06,29.97,40.21,78.8,26,0,8.05,clear sky,0.0,0.0
486,Abalak,RU,2020-11-05 13:29:07,58.13,68.59,30.65,99,75,4.94,broken clouds,0.0,0.0
487,Bereda,ES,2020-11-05 13:29:07,43.27,-7.54,53.01,71,97,4.0,overcast clouds,0.0,0.0
488,Carutapera,BR,2020-11-05 13:29:07,-1.2,-46.02,87.37,59,65,10.63,broken clouds,0.0,0.0
489,Letlhakeng,BW,2020-11-05 13:29:07,-24.09,25.03,87.28,33,99,9.73,overcast clouds,0.0,0.0
490,Kavaratti,IN,2020-11-05 13:29:08,10.57,72.64,84.27,67,1,3.58,clear sky,0.0,0.0
491,Derzhavīnsk,KZ,2020-11-05 13:29:08,51.1,66.32,40.69,65,98,10.27,overcast clouds,0.0,0.0
492,Maneromango,TZ,2020-11-05 13:29:08,-7.2,38.78,86.0,55,40,12.75,scattered clouds,0.0,0.0
493,Borogontsy,RU,2020-11-05 13:29:08,62.67,131.17,0.5,93,100,2.75,overcast clouds,0.0,0.0
494,Avera,US,2020-11-05 13:29:08,33.19,-82.53,55.0,87,40,5.82,scattered clouds,0.0,0.0
495,Beian,NO,2020-11-05 13:29:09,63.66,9.57,50.0,71,75,34.45,shower rain,0.0,0.0
496,Shebalino,RU,2020-11-05 13:29:09,51.29,85.68,30.94,88,100,9.26,overcast clouds,0.0,0.0
497,Zhanakorgan,KZ,2020-11-05 13:29:09,43.91,67.25,48.6,45,0,9.15,clear sky,0.0,0.0
498,Cauquenes,CL,2020-11-05 13:29:09,-35.97,-72.32,56.93,44,0,13.47,clear sky,0.0,0.0
499,Ascension,US,2020-11-05 13:29:09,30.22,-90.9,53.01,93,1,3.36,clear sky,0.0,0.0
500,Kaeo,NZ,2020-11-05 13:29:09,-35.1,173.78,64.0,95,31,3.0,scattered clouds,0.0,0.0
501,Pisco,PE,2020-11-05 13:29:10,-13.7,-76.22,62.6,88,90,2.24,mist,0.0,0.0
502,Hanko,FI,2020-11-05 13:29:10,59.83,22.95,50.0,73,64,5.01,broken clouds,0.0,0.0
503,Ahipara,NZ,2020-11-05 13:29:10,-35.17,173.17,62.06,95,35,6.24,scattered clouds,0.0,0.0
504,Luena,AO,2020-11-05 13:29:10,-11.78,19.92,84.2,58,40,6.93,scattered clouds,0.0,0.0
505,Grindavik,IS,2020-11-05 13:29:10,63.84,-22.43,48.2,76,90,47.2,overcast clouds,0.0,0.0
506,Santa Fe,AR,2020-11-05 13:28:31,-31.63,-60.7,73.0,38,0,11.01,clear sky,0.0,0.0
507,Erzin,TR,2020-11-05 13:26:26,36.96,36.2,66.99,71,93,3.27,overcast clouds,0.0,0.0
508,Nantucket,US,2020-11-05 13:29:11,41.28,-70.1,57.99,91,0,14.0,clear sky,0.0,0.0
509,Ust'-Kachka,RU,2020-11-05 13:29:11,58.01,55.67,37.4,100,90,11.18,overcast clouds,0.0,0.0
510,Penzance,GB,2020-11-05 13:29:11,50.12,-5.54,50.0,76,20,11.41,few clouds,0.0,0.0
511,Stephenville Crossing,CA,2020-11-05 13:29:12,48.5,-58.43,34.0,74,75,6.93,broken clouds,0.0,0.0
512,Puerto Madryn,AR,2020-11-05 13:29:12,-42.77,-65.04,63.09,33,0,24.63,clear sky,0.0,0.0
513,Greiz,DE,2020-11-05 13:29:12,50.65,12.2,53.01,68,0,3.98,clear sky,0.0,0.0
514,Chokwé,MZ,2020-11-05 13:29:12,-24.53,32.98,99.1,26,74,11.27,light rain,0.19,0.0
515,Karatsu,JP,2020-11-05 13:29:12,33.44,129.97,55.0,45,98,1.92,overcast clouds,0.0,0.0
516,Bol'shoye Murashkino,RU,2020-11-05 13:29:13,55.78,44.78,43.21,91,100,11.41,light rain,0.999,0.0
517,Maxixe,MZ,2020-11-05 13:29:13,-23.86,35.35,84.2,70,40,16.11,scattered clouds,0.0,0.0
518,Sydney,AU,2020-11-05 13:26:41,-33.87,151.21,57.99,89,71,11.99,light rain,0.3,0.0
519,Rūdsar,IR,2020-11-05 13:29:13,37.14,50.29,69.8,83,90,2.24,mist,0.0,0.0
520,Emba,KZ,2020-11-05 13:29:14,48.83,58.14,51.8,41,50,4.59,scattered clouds,0.0,0.0
521,San Jerónimo,PE,2020-11-05 13:29:14,-11.95,-75.28,54.64,52,92,2.39,overcast clouds,0.0,0.0
522,Mason City,US,2020-11-05 13:26:22,43.15,-93.2,42.8,81,1,6.93,clear sky,0.0,0.0
523,Longhua,CN,2020-11-05 13:29:14,23.61,114.19,68.88,66,0,1.68,light rain,0.1264,0.0
524,Adré,TD,2020-11-05 13:29:15,13.47,22.2,90.77,16,100,9.75,overcast clouds,0.0,0.0
525,Skibbereen,IE,2020-11-05 13:29:15,51.55,-9.27,50.0,66,20,3.36,few clouds,0.0,0.0
526,Khovd,MN,2020-11-05 13:29:15,48.01,91.64,31.53,72,0,7.76,clear sky,0.0,0.0
527,Bintulu,MY,2020-11-05 13:29:15,3.17,113.03,78.8,94,20,2.93,moderate rain,2.92,0.0
528,Pahrump,US,2020-11-05 13:27:26,36.21,-115.98,55.4,30,1,6.93,clear sky,0.0,0.0
529,Usinsk,RU,2020-11-05 13:29:15,65.99,57.53,34.97,94,100,12.77,light rain,0.11,0.0
530,Olinda,BR,2020-11-05 13:24:47,-8.01,-34.86,86.0,66,40,10.29,scattered clouds,0.0,0.0
531,Tonj,SS,2020-11-05 13:29:16,7.27,28.68,90.52,51,96,3.62,overcast clouds,0.0,0.0
532,La Victoria,VE,2020-11-05 13:29:16,10.22,-67.33,72.0,82,73,1.99,light rain,0.14,0.0
533,Port Pirie,AU,2020-11-05 13:29:16,-33.18,138.02,57.2,67,100,11.41,overcast clouds,0.0,0.0
534,Abu Samrah,SY,2020-11-05 13:29:16,35.3,37.18,65.16,54,7,14.58,clear sky,0.0,0.0
535,Zabul Province,AF,2020-11-05 13:29:17,32.25,67.25,51.8,33,0,7.65,clear sky,0.0,0.0
536,Dunmore Town,BS,2020-11-05 13:29:17,25.5,-76.65,79.36,79,100,29.12,moderate rain,1.4,0.0
537,Governador Valadares,BR,2020-11-05 13:29:17,-18.85,-41.95,73.33,78,100,2.39,overcast clouds,0.0,0.0
538,Houma,US,2020-11-05 13:28:50,29.6,-90.72,59.0,93,1,6.93,clear sky,0.0,0.0
539,Elizabeth City,US,2020-11-05 13:29:18,36.29,-76.25,60.8,93,1,3.36,clear sky,0.0,0.0
540,Hambantota,LK,2020-11-05 13:29:18,6.12,81.12,82.4,94,40,3.36,thunderstorm,0.0,0.0
541,Mrakovo,RU,2020-11-05 13:29:18,52.72,56.62,46.54,70,100,6.46,light rain,0.20079999999999998,0.0
542,Ndendé,GA,2020-11-05 13:29:18,-2.4,11.36,83.79,70,85,3.13,light rain,0.14,0.0
543,Bambous Virieux,MU,2020-11-05 13:29:18,-20.34,57.76,77.0,61,40,9.17,scattered clouds,0.0,0.0
544,Brejo Santo,BR,2020-11-05 13:29:19,-7.49,-38.99,89.85,41,95,4.61,overcast clouds,0.0,0.0
545,Haines Junction,CA,2020-11-05 13:29:19,60.75,-137.51,1.4,64,100,3.36,overcast clouds,0.0,0.0
546,Los Llanos de Aridane,ES,2020-11-05 13:29:19,28.66,-17.92,73.4,56,40,5.82,scattered clouds,0.0,0.0
547,Kirakira,SB,2020-11-05 13:29:19,-10.45,161.92,79.34,82,100,3.53,overcast clouds,0.0,0.0
548,Talcahuano,CL,2020-11-05 13:28:34,-36.72,-73.12,55.4,58,0,10.29,clear sky,0.0,0.0
549,Codó,BR,2020-11-05 13:29:20,-4.46,-43.89,89.37,60,75,2.33,light rain,0.27,0.0
550,Alekseyevsk,RU,2020-11-05 13:29:20,57.84,108.35,24.75,95,100,10.65,overcast clouds,0.0,0.0
551,Ponta Delgada,PT,2020-11-05 13:29:20,37.73,-25.67,64.99,67,40,14.99,shower rain,0.0,0.0
552,Tiassalé,CI,2020-11-05 13:29:20,5.9,-4.83,93.96,47,47,2.91,scattered clouds,0.0,0.0
553,Mil'kovo,RU,2020-11-05 13:29:20,54.72,158.62,32.13,92,96,15.1,overcast clouds,0.0,0.0
554,Piedras Negras,MX,2020-11-05 13:29:21,28.7,-100.52,55.0,97,0,3.0,clear sky,0.0,0.0
555,Miracema do Tocantins,BR,2020-11-05 13:29:21,-9.56,-48.4,86.34,57,58,5.1,broken clouds,0.0,0.0
556,Almeirim,BR,2020-11-05 13:29:21,-1.52,-52.58,89.42,55,30,4.9,moderate rain,1.332,0.0
557,Along,IN,2020-11-05 13:29:21,28.17,94.77,61.81,86,23,2.55,few clouds,0.0,0.0
558,Morant Bay,JM,2020-11-05 13:29:21,17.88,-76.41,75.99,88,75,8.05,broken clouds,0.0,0.0
559,Siavonga,ZM,2020-11-05 13:29:22,-16.54,28.71,99.25,27,0,2.98,clear sky,0.0,0.0
560,Port Antonio,JM,2020-11-05 13:29:22,18.18,-76.46,75.99,88,75,8.05,broken clouds,0.0,0.0
561,Murdochville,CA,2020-11-05 13:29:22,48.96,-65.5,33.8,80,100,10.29,overcast clouds,0.0,0.0
562,Tete,MZ,2020-11-05 13:29:22,-16.16,33.59,107.6,13,20,11.41,few clouds,0.0,0.0
563,Gerāsh,IR,2020-11-05 13:29:23,27.67,54.14,84.2,13,0,6.93,clear sky,0.0,0.0
564,Gravdal,NO,2020-11-05 13:29:23,68.12,13.5,42.8,70,75,41.38,broken clouds,0.0,0.0
565,Nampa,US,2020-11-05 13:29:23,43.54,-116.56,46.4,65,0,5.03,clear sky,0.0,0.0
566,Shaunavon,CA,2020-11-05 13:29:23,49.65,-108.42,50.0,53,100,16.11,overcast clouds,0.0,0.0
567,São Miguel do Araguaia,BR,2020-11-05 13:29:23,-13.28,-50.16,85.89,53,91,4.79,overcast clouds,0.0,0.0
568,Yar-Sale,RU,2020-11-05 13:27:12,66.83,70.83,7.09,95,43,6.15,scattered clouds,0.0,0.0
569,Tabou,CI,2020-11-05 13:29:24,4.42,-7.35,84.6,67,0,7.85,clear sky,0.0,0.0
570,Castle Rock,US,2020-11-05 13:29:24,39.37,-104.86,48.99,45,0,7.36,clear sky,0.0,0.0
571,Trojan,PL,2020-11-05 13:29:24,53.79,20.24,48.0,81,40,10.29,scattered clouds,0.0,0.0
572,Plettenberg Bay,ZA,2020-11-05 13:29:24,-34.05,23.37,70.32,74,100,4.41,overcast clouds,0.0,0.0
573,Syracuse,IT,2020-11-05 13:29:24,37.09,15.28,71.6,68,20,5.82,few clouds,0.0,0.0
574,Tumut,AU,2020-11-05 13:29:25,-35.3,148.22,45.79,84,0,4.9,clear sky,0.0,0.0
575,Lanquín,GT,2020-11-05 13:29:25,15.57,-89.97,62.6,100,75,6.93,light rain,0.0,0.0
576,Snåase,NO,2020-11-05 13:29:25,64.25,12.38,48.2,66,75,31.09,shower rain,0.0,0.0
577,Smithers,CA,2020-11-05 13:28:50,54.78,-127.17,39.2,80,40,4.7,scattered clouds,0.0,0.0
578,Nefteyugansk,RU,2020-11-05 13:29:26,61.1,72.6,35.6,100,75,11.18,broken clouds,0.0,0.0
579,Tsabong,BW,2020-11-05 13:29:26,-26.02,22.4,89.2,17,1,21.68,clear sky,0.0,0.0
580,Mehamn,NO,2020-11-05 13:29:26,71.04,27.85,35.6,90,75,10.29,light intensity shower rain,0.1,0.0
581,Assiut,EG,2020-11-05 13:29:26,27.18,31.18,78.8,47,0,16.11,clear sky,0.0,0.0
582,Hamilton,US,2020-11-05 13:26:07,39.18,-84.53,53.01,66,75,10.29,broken clouds,0.0,0.0
583,Abonnema,NG,2020-11-05 13:29:27,4.71,6.79,89.6,66,75,4.7,broken clouds,0.0,0.0
584,Acaraú,BR,2020-11-05 13:29:27,-2.89,-40.12,86.74,59,65,17.38,broken clouds,0.0,0.0
585,Ratnagiri,IN,2020-11-05 13:29:27,16.98,73.3,82.13,62,0,7.27,clear sky,0.0,0.0
586,Columbia,US,2020-11-05 13:26:34,34.0,-81.03,51.8,76,20,5.12,few clouds,0.0,0.0
587,Oneida,US,2020-11-05 13:29:27,43.2,-75.47,52.0,57,1,8.05,clear sky,0.0,0.0
588,Jinji,CN,2020-11-05 13:29:28,23.23,110.83,71.51,69,66,2.64,broken clouds,0.0,0.0
589,Grand Forks,US,2020-11-05 13:29:28,47.94,-97.43,30.2,100,1,3.49,clear sky,0.0,0.0
590,Aktash,RU,2020-11-05 13:29:28,50.3,87.73,18.19,97,100,6.26,snow,0.0,0.56
591,Georgiyevka,KZ,2020-11-05 13:29:28,43.04,74.71,41.0,44,0,4.47,clear sky,0.0,0.0
592,Lunca Corbului,RO,2020-11-05 13:29:28,44.7,24.75,55.9,55,100,2.37,overcast clouds,0.0,0.0
593,Janaúba,BR,2020-11-05 13:29:29,-15.8,-43.31,75.38,75,100,4.9,light rain,0.46,0.0
594,Warrington,GB,2020-11-05 13:29:29,53.39,-2.58,52.0,87,90,9.17,overcast clouds,0.0,0.0
595,Palana,RU,2020-11-05 13:29:29,59.12,159.97,29.26,96,93,10.51,overcast clouds,0.0,0.0
596,Sirte,LY,2020-11-05 13:29:29,31.21,16.59,73.26,62,7,10.07,clear sky,0.0,0.0
597,Grand Baie,MU,2020-11-05 13:29:29,-20.02,57.58,75.99,69,31,8.99,scattered clouds,0.0,0.0
598,Mālpur,IN,2020-11-05 13:29:30,23.35,73.45,79.07,35,0,4.97,clear sky,0.0,0.0
599,North Platte,US,2020-11-05 13:29:30,41.12,-100.77,30.2,86,1,5.82,clear sky,0.0,0.0
600,Teya,RU,2020-11-05 13:29:30,60.38,92.63,21.02,96,100,4.43,light snow,0.0,0.19
601,Kiruna,SE,2020-11-05 13:29:30,67.86,20.23,37.4,74,20,17.22,few clouds,0.0,0.0
602,Reque,PE,2020-11-05 13:29:31,-6.87,-79.82,64.4,77,90,5.82,overcast clouds,0.0,0.0
603,Ekhabi,RU,2020-11-05 13:29:31,53.51,142.97,28.36,93,100,22.75,overcast clouds,0.0,0.0
604,Haileybury,CA,2020-11-05 13:29:32,47.45,-79.64,39.2,100,1,9.17,clear sky,0.0,0.0
605,Maicao,CO,2020-11-05 13:29:32,11.38,-72.24,81.14,83,58,13.22,moderate rain,1.67,0.0
606,São Félix do Xingu,BR,2020-11-05 13:29:32,-6.64,-51.99,76.1,94,96,0.85,moderate rain,1.5,0.0
607,Mana,GF,2020-11-05 13:29:32,5.66,-53.78,74.08,94,100,1.28,moderate rain,1.89,0.0
608,Isangel,VU,2020-11-05 13:29:32,-19.55,169.27,76.5,84,0,4.81,clear sky,0.0,0.0
609,Kapuskasing,CA,2020-11-05 13:29:33,49.42,-82.43,37.4,100,100,5.82,overcast clouds,0.0,0.0
610,Palmer,US,2020-11-05 13:25:05,42.16,-72.33,54.0,81,1,9.17,clear sky,0.0,0.0
611,Igrim,RU,2020-11-05 13:29:33,63.19,64.42,33.78,94,100,7.07,overcast clouds,0.0,0.0
612,Tullahoma,US,2020-11-05 13:29:33,35.36,-86.21,51.8,93,1,4.5,clear sky,0.0,0.0
613,Røros,NO,2020-11-05 13:29:33,62.57,11.38,48.2,49,0,9.17,clear sky,0.0,0.0
614,Aklavik,CA,2020-11-05 13:29:34,68.22,-135.01,1.4,77,89,3.36,overcast clouds,0.0,0.0
615,Vostok,RU,2020-11-05 13:29:34,46.49,135.88,22.77,92,99,5.48,overcast clouds,0.0,0.0
616,Westport,US,2020-11-05 13:25:05,41.14,-73.36,53.6,93,1,3.36,clear sky,0.0,0.0
617,Bibbiena,IT,2020-11-05 13:29:34,43.7,11.81,60.01,72,75,1.99,broken clouds,0.0,0.0
618,Ambon City,ID,2020-11-05 13:29:34,-3.7,128.18,82.99,89,100,1.01,overcast clouds,0.0,0.0
619,Goma,CD,2020-11-05 13:29:35,-1.68,29.22,73.4,69,75,4.7,thunderstorm with light rain,0.0,0.0
620,Olafsvik,IS,2020-11-05 13:29:35,64.89,-23.71,45.55,75,44,44.0,light rain,0.12,0.0
621,Yablochnyy,RU,2020-11-05 13:29:35,47.17,142.07,35.6,59,24,6.71,few clouds,0.0,0.0
622,Slave Lake,CA,2020-11-05 13:29:35,55.28,-114.77,28.4,92,90,11.41,moderate rain,2.05,2.05
623,Charter Township of Clinton,US,2020-11-05 13:28:17,42.59,-82.92,55.0,76,90,9.17,overcast clouds,0.0,0.0
624,Myre,NO,2020-11-05 13:29:36,69.1,15.95,41.0,80,75,33.33,shower rain,0.0,0.0
625,Münster,DE,2020-11-05 13:26:07,51.96,7.63,54.0,93,20,3.36,few clouds,0.0,0.0
626,Gaoual,GN,2020-11-05 13:29:36,11.75,-13.2,97.45,42,0,2.15,clear sky,0.0,0.0
627,Kasongo,CD,2020-11-05 13:29:36,-4.45,26.67,77.95,91,100,3.53,moderate rain,2.16,0.0
628,Lata,PT,2020-11-05 13:29:36,40.16,-8.33,69.01,79,100,7.0,light rain,0.13,0.0
629,Schattdorf,CH,2020-11-05 13:29:37,46.87,8.65,48.2,81,90,1.12,overcast clouds,0.0,0.0
630,Churapcha,RU,2020-11-05 13:29:37,62.0,132.43,0.34,93,100,4.07,overcast clouds,0.0,0.0
631,Gannan,CN,2020-11-05 13:26:47,47.91,123.5,30.69,85,100,6.24,overcast clouds,0.0,0.0
632,Upata,VE,2020-11-05 13:29:37,8.01,-62.4,73.99,97,0,5.23,clear sky,0.0,0.0
633,Chapleau,CA,2020-11-05 13:29:37,47.84,-83.4,41.0,93,75,5.82,broken clouds,0.0,0.0
634,Karakulino,RU,2020-11-05 13:29:38,56.01,53.71,34.47,94,17,5.5,few clouds,0.0,0.0
635,Nanning,CN,2020-11-05 13:29:38,22.82,108.32,71.6,78,9,2.24,light rain,0.37,0.0
636,Beshpagir,RU,2020-11-05 13:29:38,45.02,42.38,55.0,54,0,6.71,clear sky,0.0,0.0
637,Port Blair,IN,2020-11-05 13:29:39,11.67,92.75,82.26,75,0,10.69,clear sky,0.0,0.0
638,Bonthe,SL,2020-11-05 13:29:39,7.53,-12.51,84.94,69,100,5.77,light rain,0.84,0.0
639,Takāb,IR,2020-11-05 13:29:39,36.4,47.11,51.31,63,100,4.45,moderate rain,1.09,0.0
640,Kodinsk,RU,2020-11-05 13:29:39,58.69,99.18,26.29,97,100,2.59,light snow,0.0,0.26
641,Culebra,PR,2020-11-05 13:29:39,18.3,-65.3,84.2,62,20,12.75,few clouds,0.0,0.0
642,Spirovo,RU,2020-11-05 13:29:40,57.42,34.98,43.93,73,100,11.45,overcast clouds,0.0,0.0
643,Naumburg,DE,2020-11-05 13:29:40,51.15,11.82,54.0,50,0,3.0,clear sky,0.0,0.0
644,Mankato,US,2020-11-05 13:29:22,44.16,-94.0,46.4,70,1,6.93,clear sky,0.0,0.0
645,Tazovsky,RU,2020-11-05 13:29:40,67.47,78.7,-4.36,90,0,3.8,clear sky,0.0,0.0
646,Apac,UG,2020-11-05 13:29:41,1.98,32.54,84.11,54,0,3.27,clear sky,0.0,0.0
647,Yerbogachën,RU,2020-11-05 13:29:41,61.28,108.01,14.77,96,100,7.38,overcast clouds,0.0,0.0
648,Kholtoson,RU,2020-11-05 13:29:41,50.3,103.31,24.3,80,25,7.63,scattered clouds,0.0,0.0
649,Salinas,US,2020-11-05 13:29:41,36.68,-121.66,51.8,71,1,9.17,clear sky,0.0,0.0
650,Yangjiang,CN,2020-11-05 13:29:41,21.85,111.97,70.18,78,0,5.95,light rain,0.205,0.0
651,Lindi,TZ,2020-11-05 13:29:42,-10.0,39.72,86.0,55,20,11.41,few clouds,0.0,0.0
652,Coxim,BR,2020-11-05 13:29:42,-18.51,-54.76,89.53,21,0,8.37,clear sky,0.0,0.0
653,Dalby,AU,2020-11-05 13:29:42,-27.18,151.27,64.99,33,0,17.25,clear sky,0.0,0.0
654,Qaqortoq,GL,2020-11-05 13:29:42,60.72,-46.03,24.8,58,20,16.11,few clouds,0.0,0.0
655,Boa Vista,BR,2020-11-05 13:26:38,2.82,-60.67,77.0,83,75,4.7,broken clouds,0.0,0.0
656,Inta,RU,2020-11-05 13:29:43,66.03,60.17,34.02,91,100,5.23,overcast clouds,0.0,0.0
657,Sawākin,SD,2020-11-05 13:29:43,19.11,37.33,85.68,59,23,13.04,few clouds,0.0,0.0
658,Byron Bay,AU,2020-11-05 13:29:43,-28.65,153.62,68.0,82,75,6.93,broken clouds,0.0,0.0
659,Cuamba,MZ,2020-11-05 13:29:43,-14.8,36.54,96.76,18,0,7.81,clear sky,0.0,0.0
660,George Town,MY,2020-11-05 13:25:32,5.41,100.34,82.4,88,20,5.82,few clouds,0.0,0.0
661,Ulvik,NO,2020-11-05 13:29:44,60.57,6.92,51.01,81,75,25.28,broken clouds,0.0,0.0
662,San Juan,AR,2020-11-05 13:29:35,-31.54,-68.54,71.08,36,0,28.68,clear sky,0.0,0.0
663,Petra,JO,2020-11-05 13:29:44,30.32,35.48,59.13,57,44,23.22,scattered clouds,0.0,0.0
664,Tegul'det,RU,2020-11-05 13:29:44,57.31,88.17,34.84,96,100,16.33,overcast clouds,0.0,0.0
665,Monrovia,LR,2020-11-05 13:29:44,6.3,-10.8,87.8,70,75,4.7,broken clouds,0.0,0.0
666,Nieuw Amsterdam,SR,2020-11-05 13:29:45,5.88,-55.08,80.6,83,40,8.05,shower rain,0.0,0.0
667,Riyadh,SA,2020-11-05 13:29:45,24.69,46.72,87.8,20,0,3.36,clear sky,0.0,0.0
668,Kamenka,RU,2020-11-05 13:29:45,51.32,42.77,44.01,97,0,4.81,clear sky,0.0,0.0
669,Nelson Bay,AU,2020-11-05 13:29:45,-32.72,152.15,57.0,100,75,12.75,moderate rain,0.49,0.0
670,Alexander City,US,2020-11-05 13:29:46,32.94,-85.95,48.99,87,1,3.36,clear sky,0.0,0.0
671,Jacareacanga,BR,2020-11-05 13:29:46,-6.22,-57.75,86.0,74,40,3.36,scattered clouds,0.0,0.0
672,Dhenkānāl,IN,2020-11-05 13:29:46,20.67,85.6,78.8,65,20,4.7,haze,0.0,0.0
673,Khasan,RU,2020-11-05 13:29:46,42.43,130.64,50.38,56,0,5.37,clear sky,0.0,0.0
674,Bathsheba,BB,2020-11-05 13:29:46,13.22,-59.52,86.0,62,40,16.11,scattered clouds,0.0,0.0
675,Cangzhou,CN,2020-11-05 13:29:47,38.32,116.87,59.04,42,100,10.78,overcast clouds,0.0,0.0
676,Harper,LR,2020-11-05 13:29:47,4.38,-7.72,84.94,68,32,8.05,light rain,0.18,0.0
677,Palauig,PH,2020-11-05 13:29:47,15.44,119.9,80.96,75,100,2.15,light rain,0.31,0.0
678,Fujin,CN,2020-11-05 13:29:47,47.26,132.03,29.53,88,1,4.38,clear sky,0.0,0.0
679,Laguna,US,2020-11-05 13:29:47,38.42,-121.42,51.01,81,1,2.08,clear sky,0.0,0.0
680,Dingle,PH,2020-11-05 13:29:48,11.0,122.67,75.25,90,0,2.86,clear sky,0.0,0.0
681,Altagracia de Orituco,VE,2020-11-05 13:29:48,9.86,-66.38,76.35,87,58,2.1,broken clouds,0.0,0.0
682,Cairns,AU,2020-11-05 13:27:19,-16.92,145.77,72.0,88,19,3.36,few clouds,0.0,0.0
683,Mendi,PG,2020-11-05 13:29:48,-6.18,143.65,56.5,100,100,1.16,very heavy rain,36.463,0.0
684,Pacifica,US,2020-11-05 13:28:26,37.61,-122.49,61.0,87,20,4.7,few clouds,0.0,0.0
685,Linjiang,CN,2020-11-05 13:29:49,41.81,126.91,38.88,84,99,3.31,overcast clouds,0.0,0.0
686,Zapolyarnyy,RU,2020-11-05 13:29:49,69.42,30.81,33.8,100,75,13.87,broken clouds,0.0,0.0
687,Mareeba,AU,2020-11-05 13:29:49,-17.0,145.43,72.0,88,9,3.36,clear sky,0.0,0.0
688,Imeni Poliny Osipenko,RU,2020-11-05 13:29:49,52.42,136.49,20.08,91,80,7.45,broken clouds,0.0,0.0
689,Elko,US,2020-11-05 13:29:49,41.0,-115.5,28.4,50,1,3.36,clear sky,0.0,0.0
690,Sept-Îles,CA,2020-11-05 13:29:50,50.2,-66.38,33.8,92,100,4.7,overcast clouds,0.0,0.0
691,Gandajika,CD,2020-11-05 13:29:50,-6.75,23.95,86.32,58,94,1.92,overcast clouds,0.0,0.0
692,Ashland,US,2020-11-05 13:29:50,40.82,-82.27,57.2,58,1,13.87,clear sky,0.0,0.0
693,Mtinko,TZ,2020-11-05 13:29:51,-4.55,34.85,82.24,33,80,8.99,broken clouds,0.0,0.0
694,Broken Hill,AU,2020-11-05 13:29:51,-31.95,141.43,57.2,35,0,8.05,clear sky,0.0,0.0
695,Ullapool,GB,2020-11-05 13:29:51,57.9,-5.16,55.99,68,20,5.01,few clouds,0.0,0.0
696,Ikongo,MG,2020-11-05 13:29:51,-21.88,47.43,85.19,49,17,6.6,few clouds,0.0,0.0
697,Korem,ET,2020-11-05 13:29:51,12.51,39.52,66.58,41,0,9.1,clear sky,0.0,0.0
698,Polyanka,UA,2020-11-05 13:29:52,50.26,27.69,49.42,69,0,9.4,clear sky,0.0,0.0
699,Terrace,CA,2020-11-05 13:26:25,54.52,-128.6,41.0,93,90,14.99,light rain,0.0,0.0
700,Izvestkovyy,RU,2020-11-05 13:29:52,48.98,131.55,21.31,87,3,1.88,clear sky,0.0,0.0
701,Sabang,ID,2020-11-05 13:29:52,5.89,95.32,82.45,79,90,13.6,overcast clouds,0.0,0.0
702,Marawi,PH,2020-11-05 13:29:52,8.0,124.29,75.99,94,100,1.77,overcast clouds,0.0,0.0
703,Senneterre,CA,2020-11-05 13:29:53,48.38,-77.23,41.0,93,20,8.05,few clouds,0.0,0.0
704,Ferme-Neuve,CA,2020-11-05 13:29:53,46.7,-75.45,48.2,70,0,9.17,clear sky,0.0,0.0
705,Sinnamary,GF,2020-11-05 13:29:53,5.38,-52.95,77.83,88,95,5.55,light rain,0.6,0.0
706,Jiuquan,CN,2020-11-05 13:29:54,39.74,98.52,39.43,57,0,17.2,clear sky,0.0,0.0
707,Guiratinga,BR,2020-11-05 13:29:54,-16.35,-53.76,85.86,37,0,5.28,clear sky,0.0,0.0
